event_time,estimate,std.error
-2,82.7014286025249,42.11667196316
-3,138.223829042006,36.4741078429524
0,-53.1973248051647,42.11667196316
1,-76.7570292295212,42.11667196316
2,-218.134185707161,42.11667196316
